id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23657046,HABITACIÓN  DOBLE EN EL CENTRO (PLZ. AYUNTAMIENTO),177114051,Héctor,CIUTAT VELLA,SANT FRANCESC,39.47031,-0.37804,Private room,30,2,17,2018-11-20,1.47,1,159
23657422,Sunny Luxury Apartment with Terrace Lounge,4126829,Bart & Katlijn,EXTRAMURS,ARRANCAPINS,39.46486,-0.38449,Entire home/apt,190,2,7,2019-02-25,0.85,4,240
23657935,Habitación frente a la FINCA ROJA,177122303,Ignacio,EXTRAMURS,ARRANCAPINS,39.46481,-0.38365,Private room,20,2,2,2018-04-30,0.19,2,16
23658008,Habitación confortable para 2 personas,177120607,Maria,BENICALAP,BENICALAP,39.48979,-0.39357,Private room,25,1,12,2018-11-30,1.10,2,79
23659238,Flats Friends Torres Quart 2 bedrooms with terrace,121643082,Flats,EXTRAMURS,EL BOTANIC,39.47485,-0.38557,Entire home/apt,75,1,1,2018-09-10,0.17,15,243
23659239,Amplia terraza con vistas junto a Torres de Quart,121643082,Flats,EXTRAMURS,EL BOTANIC,39.47315,-0.38498,Entire home/apt,60,1,2,2019-01-26,0.66,15,224
23661670,Peus house,88181393,Silvia,L'OLIVERETA,SOTERNES,39.4706,-0.40969,Entire home/apt,89,2,3,2018-11-19,0.29,1,359
23661988,Céntrico Mercado Central Coqueto y Romántico WIFI,12524685,Vicky - David,CIUTAT VELLA,SANT FRANCESC,39.47247,-0.37659,Entire home/apt,50,3,20,2019-02-05,1.92,13,154
23662295,Flats Friends Soho Suites 1 bedroom,121643082,Flats,CIUTAT VELLA,EL PILAR,39.47258,-0.38112,Entire home/apt,55,1,1,2019-01-25,0.86,15,296
23662297,Flats Friends Nave 3 bedrooms,121643082,Flats,CIUTAT VELLA,SANT FRANCESC,39.47255,-0.37061,Entire home/apt,75,1,1,2019-01-08,0.58,15,164
23662301,Flats Friends Soho Suites 2 dormitorios adapted,121643082,Flats,CIUTAT VELLA,EL PILAR,39.47342,-0.38291,Entire home/apt,60,1,1,2019-01-02,0.52,15,191
23662303,Modern apartment next to the Central Market,121643082,Flats,CIUTAT VELLA,EL MERCAT,39.47365,-0.38102,Entire home/apt,75,1,10,2019-02-07,0.95,15,257
23662304,Flats Friends Soho Suites 2 bedrooms,121643082,Flats,CIUTAT VELLA,EL MERCAT,39.47363,-0.38116,Entire home/apt,60,1,3,2019-01-04,0.43,15,269
23662305,Flats Friends Tetuan Studio,121643082,Flats,CIUTAT VELLA,LA XEREA,39.47375,-0.37146,Entire home/apt,50,1,1,2018-04-08,0.09,15,258
23662306,Flats Friends Tetuan 2 bedrooms,121643082,Flats,CIUTAT VELLA,LA XEREA,39.47336,-0.37283,Entire home/apt,55,1,1,2018-12-16,0.40,15,187
23662307,Flats Friends Tetuan 1 bedroom with terrace,121643082,Flats,CIUTAT VELLA,LA XEREA,39.47171,-0.37259,Entire home/apt,60,1,0,,,15,216
23662308,Flats Friends Tetuan 1 bedroom,121643082,Flats,CIUTAT VELLA,LA XEREA,39.47333,-0.37248,Entire home/apt,55,1,2,2018-12-27,0.36,15,252
23662309,Flats Friends Torres Quart 1 bedroom,121643082,Flats,EXTRAMURS,EL BOTANIC,39.47329,-0.3843,Entire home/apt,47,1,1,2018-05-11,0.10,15,248
23662310,Flats Friends Torres Quart 2 bedrooms,121643082,Flats,EXTRAMURS,EL BOTANIC,39.47489,-0.3851,Entire home/apt,60,1,1,2019-01-14,0.65,15,257
23662740,Luz y espacios abiertos en un apartamento en el centro de Valencia,129534099,Maria Pilar,CIUTAT VELLA,SANT FRANCESC,39.46758,-0.37604,Entire home/apt,55,2,17,2019-01-04,1.49,5,345
23665399,Apartamento con mucha luz y muy tranquilo,175524119,Marco,POBLATS DEL SUD,FAITANAR,39.4331,-0.39737,Private room,12,2,13,2019-02-02,1.12,1,156
23667466,Apartamento con terraza al lado de la playa,177210151,Mehdi,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46521,-0.32903,Entire home/apt,95,1,1,2018-04-29,0.10,1,354
23668116,"Piso Élite, centrico,cómodo, ascensor,WiFi",107477338,Mihaela Gianina,L'OLIVERETA,TRES FORQUES,39.46551,-0.39648,Entire home/apt,40,1,20,2019-01-30,1.79,1,121
23668437,Apartment in the best place of the city,175900607,Alex,CAMPANAR,SANT PAU,39.4764,-0.40249,Entire home/apt,90,2,3,2018-08-02,0.25,1,58
23668830,En primera línea de playa,177122303,Ignacio,POBLATS DEL SUD,EL SALER,39.36353,-0.31948,Entire home/apt,85,2,1,2018-10-29,0.24,2,38
23669966,Nordic Style 3Bedroom Apartment Near to the Center,63069686,Gabriella,CAMPANAR,LES TENDETES,39.48275,-0.38557,Entire home/apt,60,2,29,2019-02-18,2.50,1,189
23675183,RENT A ROOM,177294997,Ana,L'EIXAMPLE,RUSSAFA,39.46167,-0.3664,Private room,9,2,25,2019-01-31,2.16,1,26
23678629,TH Casa Perellonet,97229818,Travel Habitat,POBLATS DEL SUD,EL PERELLONET,39.30174,-0.28974,Entire home/apt,78,1,4,2018-09-02,0.47,34,269
23678859,My Loft 4 You Ruzafa II,21369157,Family Conde,EXTRAMURS,LA ROQUETA,39.46313,-0.37807,Entire home/apt,100,2,22,2019-02-11,2.96,11,140
23679643,Parque Central I,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46058,-0.37871,Entire home/apt,55,1,0,,,137,230
23679745,Room in Ruzafa with a private terrace (3),57500509,Clio,L'EIXAMPLE,RUSSAFA,39.46119,-0.37151,Private room,16,1,35,2019-02-25,3.02,3,23
23680661,Double room to 400 metres of the beach,107744772,Rosa,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46694,-0.32947,Private room,30,1,27,2019-02-17,2.32,3,78
23680784,"Your home at Valencia, Russafa",104520761,Vicente Y Raquel,L'EIXAMPLE,RUSSAFA,39.46186,-0.37069,Entire home/apt,60,2,17,2018-10-15,1.47,3,136
23681452,Centro Histórico de Valencia.,11713070,Jonatan,CIUTAT VELLA,LA SEU,39.47578,-0.37719,Entire home/apt,60,2,37,2019-02-10,3.19,5,115
23682274,AMAZING LOFT IN VALENCIA CENTER A/C + WIFI,28146730,Adah,PATRAIX,PATRAIX,39.46251,-0.38776,Entire home/apt,45,3,30,2019-02-26,2.65,1,176
23683046,"Habitación doble, en apartamento duplex",57222324,David,LA SAIDIA,TRINITAT,39.4852,-0.36453,Private room,50,2,4,2018-11-19,0.34,1,84
23683437,Cozy Apartment City Arts & Sciences+Wifi+Parking,168865710,Reyes,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45533,-0.35822,Entire home/apt,60,2,55,2019-02-16,4.76,1,125
23683973,Valencian Dreams,177376765,Juan,EXTRAMURS,EL BOTANIC,39.47488,-0.38578,Entire home/apt,1000,1,42,2018-09-28,3.62,2,58
23685767,Loft PLAYA-PUERTO,122607018,Rodrigo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46616,-0.33079,Entire home/apt,50,3,22,2019-02-01,1.86,1,330
23690255,Charming apartment right in the old city center,177303774,Alberto,CIUTAT VELLA,EL PILAR,39.47535,-0.38231,Entire home/apt,40,2,12,2018-10-07,1.11,1,156
23690510,Apartment in La Ciudad de las Artes y las Ciencias,16369898,Manuel Miguel & Carmen,CAMINS AL GRAU,PENYA-ROJA,39.46031,-0.34607,Entire home/apt,60,1,116,2019-02-23,10.00,1,120
23690912,BEAUTIFUL & COZY APARTAMENT WITH PRIVATE TERRACE,155274564,Iciar,CIUTAT VELLA,EL CARME,39.47868,-0.38064,Entire home/apt,67,2,26,2019-01-23,2.25,2,215
23690915,MODERN AND CENTRAL APARTMENT,150164588,Leo,L'EIXAMPLE,RUSSAFA,39.46254,-0.37479,Entire home/apt,70,1,28,2019-02-10,2.37,2,174
23694742,Habitación en Casa típica de Benimaclet,38171955,Gonzalo,BENIMACLET,BENIMACLET,39.48322,-0.35889,Private room,150,1,1,2018-03-18,0.09,1,364
23696496,AMAZING APARTMENT IN RUZAFA. THE SO-HO OF VALENCIA,2736874,Mara,L'EIXAMPLE,RUSSAFA,39.46284,-0.37576,Entire home/apt,70,2,8,2019-02-13,0.68,1,296
23696598,Your House In Valencia - 3 bedrooms in a NEW flat,77720336,Danilo,LA SAIDIA,MARXALENES,39.48672,-0.37978,Entire home/apt,135,2,4,2018-10-14,0.34,3,355
23698454,cabanyal beach apartment,439763,Eric,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47164,-0.3284,Entire home/apt,59,4,25,2019-02-04,2.12,1,47
23698466,"Spacious and bright apartment in Valencia, Av. Cid",23645878,Luis,L'OLIVERETA,TRES FORQUES,39.46777,-0.40287,Entire home/apt,39,2,38,2019-02-21,3.27,1,49
23699430,Nuevo apartamento! Perfecto para largas estancias!,46927025,Ilona Doskoch,CIUTAT VELLA,SANT FRANCESC,39.47149,-0.37918,Private room,19,33,0,,,6,365
23699863,MiniApartamento 1dormitorio cerca de MercadoColón.,177349832,Leticia,L'EIXAMPLE,EL PLA DEL REMEI,39.46927,-0.36915,Entire home/apt,45,2,56,2019-02-23,5.33,2,31
23700172,Comfortable Double Bedroom,97422076,Héctor,EL PLA DEL REAL,MESTALLA,39.47503,-0.35359,Private room,15,3,30,2019-01-05,2.57,2,67
23700889,Valencia Playa with  Fantastic SEA VIEWS,177547264,Martina,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46742,-0.32756,Entire home/apt,110,4,26,2019-02-26,2.39,1,92
23706312,"Hab privada, larga estancia, persona responsable.",177615036,Ilona,CIUTAT VELLA,EL PILAR,39.47165,-0.38073,Private room,19,33,1,2018-09-08,0.17,4,365
23706369,ApartUP Palace House. Old town + WiFi + AACC,14182776,Alberto,CIUTAT VELLA,LA SEU,39.47672,-0.37721,Entire home/apt,85,1,36,2019-02-10,3.09,49,264
23706856,"Hab privada para larga estancia, en el centro!",177615036,Ilona,CIUTAT VELLA,SANT FRANCESC,39.47118,-0.37947,Private room,19,33,2,2018-05-31,0.18,4,365
23708020,Single-family apartment 700m from beach VT-46186-V,161315175,Nuria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47207,-0.33332,Entire home/apt,39,2,48,2019-02-24,4.16,1,142
23709362,"CENTRO, todo incluido, persona responsable",177615036,Ilona,CIUTAT VELLA,EL MERCAT,39.47245,-0.37923,Private room,19,33,0,,,4,365
23709375,Bonita habitación doble en casa antigua reformada,48268293,Lluvia,PATRAIX,PATRAIX,39.46355,-0.39454,Private room,30,1,1,2018-11-18,0.29,1,86
23709887,Big apartment near to the center,80087014,Sandra,QUATRE CARRERES,MONT-OLIVET,39.46041,-0.36396,Entire home/apt,65,2,31,2019-02-10,2.67,9,198
23710339,Apartamento céntrico y luminoso,4127436,Jose Miguel,CIUTAT VELLA,EL CARME,39.4782,-0.3772,Entire home/apt,70,3,15,2019-02-19,1.32,1,219
23710396,Isma Loft Arts&Sciences.WIFI,36538342,Alba,POBLATS MARITIMS,EL GRAU,39.46142,-0.33365,Entire home/apt,50,2,26,2019-02-24,2.24,3,341
23710780,"Hab privada en el centro, persona tranquila.",177615036,Ilona,CIUTAT VELLA,EL MERCAT,39.47241,-0.38051,Private room,19,33,0,,,4,365
23714901,Apartamento en Malvarrosa!,26451768,Anna,POBLATS MARITIMS,LA MALVA-ROSA,39.47837,-0.33086,Entire home/apt,60,2,3,2018-08-29,0.39,4,167
23714946,Cozy traditional house close to the beach,22253877,Oscar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47054,-0.33025,Entire home/apt,65,2,12,2018-11-18,1.08,1,230
23716216,Acogedor Loft en el centro histórico de Valencia,177731007,Beatriz,CIUTAT VELLA,EL CARME,39.47685,-0.37807,Entire home/apt,49,1,38,2019-01-27,3.27,1,45
23719641,Piso al lado de la playa Malvarrosa beach,15415889,Alex,POBLATS MARITIMS,LA MALVA-ROSA,39.4801,-0.32781,Entire home/apt,75,6,2,2018-08-18,0.28,2,51
23719927,"HABIT DOBLE en Mislata, a mint DEL CORAZON DE VLC",36863247,La Nonna Y Grecia,L'OLIVERETA,SOTERNES,39.47362,-0.41699,Private room,18,2,16,2018-12-20,1.38,1,356
23720488,APARTAMENTO CERCA PLAYA WIFI 10 MINUTOS CENTRO,51334893,Juan,EL PLA DEL REAL,MESTALLA,39.47018,-0.35593,Entire home/apt,64,3,19,2019-02-26,1.65,1,98
23723169,Confortable piso junto a la Marina de Valencia,107358482,Nancy,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46297,-0.33088,Entire home/apt,59,3,22,2019-02-19,2.04,3,112
23723976,Sunny penthouse in the city center,40085849,Esther,L'EIXAMPLE,LA GRAN VIA,39.46462,-0.36487,Entire home/apt,60,3,2,2018-05-01,0.17,1,302
23724063,Great located flat for a Valencia visit,32946269,René,ALGIROS,L'AMISTAT,39.47076,-0.34973,Private room,50,1,1,2018-03-18,0.09,1,59
23726136,Nere Loft Port.WIFI,36538342,Alba,POBLATS MARITIMS,EL GRAU,39.46097,-0.33529,Entire home/apt,50,2,28,2019-02-24,2.51,3,349
23727405,"Apartment on the beach,pool,WiFi,garage,Valencia",115853077,Elena,POBLATS MARITIMS,LA MALVA-ROSA,39.48695,-0.33028,Entire home/apt,60,2,40,2019-02-05,3.46,1,118
23728293,Apartamento Teatre de la marina,143564693,Oscar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46677,-0.32879,Entire home/apt,50,2,18,2018-12-02,1.55,4,264
23728774,APARTAMENTO TORRES DE SERRANOS (VT-43488-V),54493950,Toño,CIUTAT VELLA,EL CARME,39.47942,-0.37753,Entire home/apt,90,2,8,2019-02-24,0.73,2,164
23732016,Room in the center! Great choice! 1 month/1 year,30533640,Alena,CIUTAT VELLA,EL MERCAT,39.47252,-0.38028,Private room,12,23,7,2018-11-22,0.59,2,185
23737918,El pisito de Alfredo y Sally,41831345,Alfredo,ALGIROS,L'AMISTAT,39.4723,-0.35142,Entire home/apt,50,2,31,2019-02-17,5.50,1,167
23740496,Apartamento cerca de la playa pta. 6,141280420,Cristina,POBLATS MARITIMS,LA MALVA-ROSA,39.48653,-0.3299,Entire home/apt,130,1,12,2018-09-10,1.07,2,219
23741024,"MODERN AND CENTRAL APARTMENT (Rusafa, Fallas)",150164588,Leo,L'EIXAMPLE,RUSSAFA,39.4625,-0.37464,Entire home/apt,70,3,19,2019-01-02,1.61,2,84
23743027,NaJordana III,83066665,SingularStays,CIUTAT VELLA,EL CARME,39.48097,-0.37971,Entire home/apt,61,1,3,2018-07-15,0.28,137,256
23744025,Primera línea de playa. Ideal Familias! WIFI!,178045603,Adolfo,POBLATS DEL SUD,EL PERELLONET,39.30363,-0.28995,Entire home/apt,74,2,7,2018-12-09,0.85,1,309
23744119,MAGNIFICENT FLOOR ZONE CENTER,178047513,Evelyn,L'OLIVERETA,TRES FORQUES,39.46561,-0.39515,Entire home/apt,30,1,26,2019-02-07,2.34,1,279
23749828,Apartamento junto ayuntamiento de Valencia,178106512,Eliseo,CIUTAT VELLA,SANT FRANCESC,39.47083,-0.3793,Entire home/apt,49,3,23,2019-02-05,2.95,1,166
23750617,#5 Comfy room in a strategic spot,177681753,Adriana,L'EIXAMPLE,RUSSAFA,39.4594,-0.37003,Private room,60,2,2,2018-04-15,0.18,1,8
23751125,Квартира в Валенсии у моря,178121897,Olga,POBLATS MARITIMS,LA MALVA-ROSA,39.48251,-0.32942,Entire home/apt,50,4,3,2018-09-05,0.39,1,33
23751169,De 40€ 5 min PLAYA Universidad Valencia  8 Huésped,109490685,Maria Jose,POBLATS MARITIMS,LA MALVA-ROSA,39.48043,-0.32778,Entire home/apt,45,2,23,2019-02-05,2.05,1,235
23755288,SUNNY & CENTRAL PENTHOUSE-OLD TOWN + WIFI,178174911,Alessandro,CIUTAT VELLA,EL PILAR,39.47457,-0.38308,Entire home/apt,69,3,29,2019-02-23,2.57,1,326
23756115,City center new flat 4 people,178179519,We Love Vacational,CIUTAT VELLA,SANT FRANCESC,39.47055,-0.37362,Entire home/apt,59,2,57,2019-02-19,4.91,1,87
23756467,"Mercado Central, Friendly Rentals",102947901,Claudia,CIUTAT VELLA,EL MERCAT,39.47419,-0.37836,Entire home/apt,55,1,15,2019-01-19,1.36,43,266
23759054,Family apartment in the center of Ruzafa,178118695,Pedro,L'EIXAMPLE,RUSSAFA,39.4607,-0.37385,Entire home/apt,79,3,18,2019-02-24,1.61,1,176
23759097,APARTAMENTO CENTRICO VALENCIA,178204396,Concha,CIUTAT VELLA,SANT FRANCESC,39.46836,-0.37827,Entire home/apt,140,3,0,,,1,364
23763135,Cozy apartment in the Benimaclet district,135046698,Marc,BENIMACLET,CAMI DE VERA,39.48609,-0.35575,Entire home/apt,40,2,26,2019-02-18,2.36,1,356
23763483,Estudio con terraza Botánico,863387,Arturo,EXTRAMURS,EL BOTANIC,39.47724,-0.38437,Entire home/apt,50,2,30,2019-02-25,2.60,1,11
23764210,"Habitación Doble, Apartamento en Parque Central",178246548,Carmen,QUATRE CARRERES,MALILLA,39.45393,-0.38053,Private room,18,1,38,2019-02-02,3.28,2,147
23766425,"NICE APARTMENT,VERY CENTRAL LOCATION",178268817,Enrique,L'EIXAMPLE,LA GRAN VIA,39.46411,-0.36382,Entire home/apt,64,3,29,2019-02-25,2.66,1,217
23768798,City Center Loft P2,137557003,Hia,CIUTAT VELLA,EL MERCAT,39.4751,-0.37696,Entire home/apt,35,2,46,2019-02-26,4.06,7,102
23770738,Apartamento en planta baja wifi,36455654,Begoña,POBLATS DEL SUD,FAITANAR,39.4361,-0.3945,Private room,25,1,44,2019-02-17,4.29,1,353
23773381,Músico Peydró Apartments 4 Center (4 pax),175107724,Musico Peydro Apartments,CIUTAT VELLA,EL MERCAT,39.47183,-0.37917,Entire home/apt,75,3,7,2019-01-02,0.70,6,356
23776152,Santu,178380735,Santu,CIUTAT VELLA,LA SEU,39.47633,-0.37767,Entire home/apt,100,2,4,2018-07-28,0.36,1,183
23777733,Malvarrosa Beach Apartment & Great Sea View,178175626,Robert,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47118,-0.32721,Entire home/apt,99,2,10,2018-10-27,0.91,2,275
23782265,Romantic and Rustic Penthouse with a Sun Kissed Terrace,40929334,Susanna & Sam,EXTRAMURS,ARRANCAPINS,39.46882,-0.38905,Entire home/apt,58,1,39,2019-02-07,3.82,1,123
23785179,"Habitación amplia y luminosa, en casa unifamiliar.",178460777,José,POBLATS DEL NORD,MAHUELLA-TAULADELLA,39.54363,-0.34318,Private room,25,1,0,,,2,173
23785594,Valencia Pintor Maella,21404704,Samir,CAMINS AL GRAU,LA CREU DEL GRAU,39.46336,-0.34686,Entire home/apt,31,5,5,2018-07-24,0.50,1,119
23785893,Flat 4 rooms on the beach Malvarrosa for 6-7people,95895009,Alexandre,POBLATS MARITIMS,LA MALVA-ROSA,39.48111,-0.3292,Entire home/apt,50,4,6,2018-08-26,0.59,1,119
23786740,Habitación luminosa para Fallas,177107440,Elena,CAMINS AL GRAU,AIORA,39.46717,-0.34843,Private room,100,1,0,,,2,7
23790152,"Fully equip,well located, wifi, Tram direct beach.",3982112,Torques,LA SAIDIA,TRINITAT,39.48471,-0.36892,Entire home/apt,38,3,24,2019-02-24,2.14,3,143
23790213,Habitacion matrimonio privada,178444220,Nicoleta,QUATRE CARRERES,MALILLA,39.45054,-0.3728,Private room,25,1,24,2019-02-24,2.06,1,354
23794401,Apartamento en el corazón de Ciutat Vella,178560930,Jordi,CIUTAT VELLA,EL CARME,39.47722,-0.38019,Entire home/apt,47,2,19,2019-01-01,1.71,1,72
23794493,Estupendo Piso!! Ubicación privilegiada enValencia,178561880,Juan Carlos,LA SAIDIA,TRINITAT,39.48512,-0.36644,Entire home/apt,55,3,25,2019-02-11,2.25,1,201
23796990,Habitación privada en exclusivo y céntrico ático,178577830,Nacho,LA SAIDIA,SANT ANTONI,39.48687,-0.37537,Private room,59,1,12,2018-11-18,1.08,1,31
23798300,Casa dúplex próxima al centro con terraza,176748844,Rocío,L'OLIVERETA,TRES FORQUES,39.46603,-0.39724,Entire home/apt,100,4,9,2019-01-03,0.81,1,149
23799068,PENTHOUSE with TERRACE of 40m2 in CENTER,178590531,Liana,EXTRAMURS,LA PETXINA,39.47319,-0.39358,Entire home/apt,200,2,2,2019-01-02,0.18,1,342
23800192,Centro de Valencia. Torres de Quart,178602186,Juan,CIUTAT VELLA,EL PILAR,39.47503,-0.38266,Entire home/apt,80,2,5,2018-10-14,0.45,1,349
23800970,"Luxury apartment renovated and furnished, Valencia",2037083,Isabel,L'EIXAMPLE,LA GRAN VIA,39.46742,-0.36568,Entire home/apt,115,7,6,2018-09-28,0.69,28,113
23802168,Habitacion para 2 cerca de ruzafa,119961108,Rada,QUATRE CARRERES,EN CORTS,39.45788,-0.37004,Private room,19,2,33,2019-02-10,2.85,2,69
23802871,DUPLEX-APARTMENT IN OLD TOWN-FREE BIKES  and WI FI,117225239,Natali,CIUTAT VELLA,EL CARME,39.47964,-0.37782,Entire home/apt,41,2,51,2019-02-08,5.07,3,326
23803405,"CHARMING CENTRAL FLAT IN "" STREET OF COLORS""  WIFI",178627871,Iris,CIUTAT VELLA,EL CARME,39.47853,-0.37675,Entire home/apt,59,3,18,2019-02-06,1.62,1,283
23803607,Valencia Patacona Beach,178629736,Belen,POBLATS MARITIMS,LA MALVA-ROSA,39.48778,-0.32818,Entire home/apt,75,2,16,2019-01-04,1.44,1,113
23804102,Russafa perfect for Fallas,15486275,Graham,L'EIXAMPLE,RUSSAFA,39.46237,-0.37176,Private room,66,3,1,2018-03-18,0.09,1,6
23805111,Ciudad de las Ciencias apartamento bonito,76678190,Anna,CAMINS AL GRAU,LA CREU DEL GRAU,39.4619,-0.34472,Entire home/apt,60,3,16,2018-08-19,1.51,3,302
23806312,Conde montarnes,178653402,Alvaro,CIUTAT VELLA,LA XEREA,39.47498,-0.37027,Entire home/apt,360,1,0,,,1,363
23807681,"Centro, nuevo, moderno y tranquilo",46927025,Ilona Doskoch,CIUTAT VELLA,SANT FRANCESC,39.47162,-0.37899,Private room,19,33,0,,,6,365
23808362,"Centro de Valencia, nuevo, tranquilo y luminoso!!!",46927025,Ilona Doskoch,CIUTAT VELLA,EL MERCAT,39.47235,-0.37884,Private room,21,33,4,2018-11-29,0.34,6,365
23811000,MD Villalonga Apartment with Terrace,63053029,"Maison Design Decoración XXI, S.L",BENIMACLET,BENIMACLET,39.48417,-0.35738,Entire home/apt,160,2,25,2019-01-27,2.40,11,206
23812304,MD Puerto Rico Apartment with Terrace Ruzafa,63053029,"Maison Design Decoración XXI, S.L",L'EIXAMPLE,RUSSAFA,39.46016,-0.37659,Entire home/apt,101,2,5,2018-12-31,0.45,11,353
23813227,Apartment close to the beach (10 minuts walking),23909764,Jordi,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4676,-0.33225,Entire home/apt,42,3,35,2019-02-08,3.15,2,124
23815135,Apartamento grande en Valencia Para 8 personas +bb,118473907,Chelo,CAMINS AL GRAU,PENYA-ROJA,39.4629,-0.35717,Entire home/apt,140,2,20,2019-02-17,1.89,1,173
23816021,ApartUP Ruzafa Central Park. WiFi + AACC + BALCONY,14182776,Alberto,L'EIXAMPLE,RUSSAFA,39.46197,-0.37826,Entire home/apt,65,1,8,2018-10-14,0.78,49,332
23820340,Casa única con fuego antiguo,178801302,Fermin,CIUTAT VELLA,EL CARME,39.47702,-0.38042,Entire home/apt,200,1,0,,,1,365
23821017,"APARTAMENTO EN CIUTAT VELLA, JUNTO MERCADO CENTRAL",178807511,Mª Teresa,CIUTAT VELLA,EL PILAR,39.47307,-0.38058,Entire home/apt,150,2,2,2018-07-14,0.18,2,239
23821485,PISO BEACH VALENCIA  V&E,149418725,Victor,POBLATS MARITIMS,LA MALVA-ROSA,39.47565,-0.32974,Entire home/apt,65,1,30,2019-02-05,2.74,1,260
23822118,"APARTAMENTO CÉNTRICO EN CIUTAT VELLA,",178807511,Mª Teresa,CIUTAT VELLA,EL PILAR,39.47303,-0.38192,Entire home/apt,150,2,5,2019-01-02,0.49,2,239
23828230,"OLVIDA TU RELOJ, MONTICHELVO. A un paso del centro",133148419,Miguel,QUATRE CARRERES,MONT-OLIVET,39.45801,-0.36574,Entire home/apt,100,1,11,2019-02-14,1.16,2,270
23832148,Dama del puerto,154140316,Trini,CAMINS AL GRAU,AIORA,39.46394,-0.34263,Entire home/apt,65,1,13,2018-12-28,1.25,1,114
23832751,Vista de la playa.,73093006,Elena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46612,-0.32724,Entire home/apt,44,3,12,2018-12-03,1.08,4,57
23848081,ApartUP San Francisco Hall. WiFi + PKG + VIEWS,14182776,Alberto,CIUTAT VELLA,SANT FRANCESC,39.46904,-0.37881,Entire home/apt,90,1,23,2019-02-09,2.18,49,283
23850453,Cabanyal apartments beach,172516730,Leni,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46986,-0.3288,Entire home/apt,31,1,65,2019-02-25,6.46,2,15
23852166,"Квартира рядом с метро и парком, Biopark",151909465,Evgeniya,L'OLIVERETA,NOU MOLES,39.47168,-0.39694,Entire home/apt,30,2,9,2019-02-07,0.99,2,134
23853532,City Garden B&B,117640994,City Garden BnB,L'EIXAMPLE,RUSSAFA,39.46381,-0.37096,Private room,410,1,0,,,7,163
23856037,"Apartament near from city center, 15 min walking",179154620,Maya,LA SAIDIA,TRINITAT,39.48438,-0.36799,Entire home/apt,90,2,15,2019-01-01,1.35,1,82
23869446,"Nyman, Friendly Rentals",102947901,Claudia,EXTRAMURS,LA ROQUETA,39.46816,-0.38149,Entire home/apt,50,1,1,2018-04-23,0.10,43,336
23870127,Apartment Malvarrosa beach,163794689,Denis,POBLATS MARITIMS,LA MALVA-ROSA,39.48269,-0.32995,Entire home/apt,130,5,7,2018-08-30,0.74,1,35
23875277,Loft en el centro de Valencia.,128136490,Trinidad,CIUTAT VELLA,SANT FRANCESC,39.47026,-0.3723,Entire home/apt,50,2,43,2019-02-16,4.31,4,54
23878047,VERY CENTRAL FLAT NEXT TO THE CATHEDRAL-3BALCONIES,179400357,Carmen Y Dario,CIUTAT VELLA,EL MERCAT,39.47421,-0.37765,Entire home/apt,65,2,36,2019-02-25,3.41,1,298
23888009,LUJOSA HABITACION EN LA PLAYA DE PATACONA VALENCIA,165966073,Jordan,POBLATS MARITIMS,LA MALVA-ROSA,39.48182,-0.32599,Private room,55,1,12,2018-11-18,1.53,1,362
23891217,Cabanyal 302,134051803,Flats,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46402,-0.33024,Entire home/apt,43,1,0,,,30,340
23891218,Cabanyal 301,134051803,Flats,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46401,-0.32856,Entire home/apt,48,1,1,2018-12-24,0.45,30,354
23893778,2 Habitaciones dobles cerca del centro con WiFi,806645,Maria Jesus,L'OLIVERETA,NOU MOLES,39.46716,-0.39055,Private room,15,1,3,2018-10-07,0.28,8,303
23899340,CALLE BAJA-CIUTAT VELLA,140263819,Mar Y Diana,CIUTAT VELLA,EL CARME,39.47689,-0.37913,Entire home/apt,50,2,22,2019-02-19,1.98,9,173
23900966,Beautiful apartment in the center,89659659,Mario,CIUTAT VELLA,EL MERCAT,39.47395,-0.37759,Entire home/apt,85,2,10,2019-02-01,0.87,1,83
23909428,Habitación para una persona con intimidad,95161852,Olga,POBLATS MARITIMS,LA MALVA-ROSA,39.47817,-0.32879,Private room,25,1,3,2018-06-10,0.29,1,180
